query,KEGG_id,KEGG_name,KEGG_formula,KEGG_pathway,KEGG_module,KEGG_brite,KEGG_enzyme,KEGG_reaction
Alanine,cpd:C00099,beta-Alanine;3-Aminopropionic acid;3-Aminopropanoate,C3H7NO2,Pyrimidine metabolism;beta-Alanine metabolism;Propanoate metabolism;Pantothenate and CoA biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Neuroactive ligand-receptor interaction;Protein digestion and absorption,"Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate;Pantothenate biosynthesis, valine/L-aspartate => pantothenate;Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate",Compounds with biological roles [BR:br08001]; Peptides;  Amino acids;   Other amino acids;    C00099  beta-Alanine;  Amines;   Biogenic amines;    C00099  beta-Alanine,1.2.1.3;1.2.1.5;1.2.1.19;1.5.1.26;2.6.1.18;2.6.1.19;2.6.1.55;2.6.1.120;2.8.3.-;3.4.13.4;3.4.13.5;3.4.13.18;3.4.13.20;3.5.1.6;3.5.1.21;3.5.1.22;3.5.1.100;3.5.3.17;4.1.1.11;4.1.1.15;6.3.2.1;6.3.2.11;6.3.2.23;6.3.2.36;6.3.2.44,R00489 R00904 R00905 R00906 R00907 R00908 R00909 R00910;R00911 R00912 R00913 R00914 R00915 R00916 R00917 R01164;R01166 R02473 R02474 R02741 R03286 R03288 R03935 R09379;R09648 R10821
Alanine,cpd:C00133,D-Alanine;D-2-Aminopropionic acid;D-Ala,C3H7NO2,D-Amino acid metabolism;Peptidoglycan biosynthesis;Teichoic acid biosynthesis;Metabolic pathways;Vancomycin resistance;Cationic antimicrobial peptide (CAMP) resistance;Taste transduction,NA,Compounds with biological roles [BR:br08001]; Peptides;  Amino acids;   Other amino acids;    C00133  D-Alanine,1.4.3.3;1.4.3.19;2.1.2.7;2.3.1.263;2.3.2.14;2.6.1.21;3.1.1.103;3.4.13.22;3.4.17.8;5.1.1.1;6.1.1.13;6.1.2.1;6.3.2.4;6.3.2.16;6.3.2.35,R00399 R00401 R01147 R01148 R01149 R01150 R01225 R01344;R02718 R04369 R04611 R05861 R07651 R08850 R09588 R09595;R11965 R12557 R12812 R12863 R12867 R12871 R12873 R12875;R12904
Alanine,cpd:C00328,L-Kynurenine;3-Anthraniloyl-L-alanine,C10H12N2O3,Tryptophan metabolism;Metabolic pathways;Biosynthesis of cofactors;African trypanosomiasis,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate;NAD biosynthesis, tryptophan => quinolinate => NAD",NA,1.14.13.9;2.6.1.7;2.6.1.63;3.5.1.9;3.7.1.3,R00987 R01956 R01957 R01959 R01960 R12688 R12692
Alanine,cpd:C00355,"3,4-Dihydroxy-L-phenylalanine;L-Dopa;3-Hydroxy-L-tyrosine;L-beta-(3,4-Dihydroxyphenyl)alanine;Levodopa;Dihydroxy-L-phenylalanine",C9H11NO4,Tyrosine metabolism;Isoquinoline alkaloid biosynthesis;Betalain biosynthesis;Biosynthesis of plant secondary metabolites;Biosynthesis of alkaloids derived from shikimate pathway;Metabolic pathways;Biosynthesis of secondary metabolites;Dopaminergic synapse;Prolactin signaling pathway;Parkinson disease;Cocaine addiction;Amphetamine addiction;Alcoholism,"Catecholamine biosynthesis, tyrosine => dopamine => noradrenaline => adrenaline;Betacyanin biosynthesis, L-tyrosine => amaranthin","Compounds with biological roles [BR:br08001]; Peptides;  Amino acids;   Other amino acids;    C00355  3,4-Dihydroxy-L-phenylalanine; Hormones and transmitters;  Neurotransmitters;   Amino acids;    C00355  Dopa;Prodrugs [br08324.html]; C00355;Anatomical Therapeutic Chemical (ATC) classification [BR:br08303(D00059)]; N NERVOUS SYSTEM;  N04 ANTI-PARKINSON DRUGS;   N04B DOPAMINERGIC AGENTS;    N04BA Dopa and dopa derivatives;     N04BA01 Levodopa;      D00059  Levodopa (JP18/USP/INN) &lt;JP/US&gt;;USP drug classification [BR:br08302(D00059)]; Antiparkinson Agents;  Dopamine Precursors and/or L-Amino Acid Decarboxylase Inhibitors;   Levodopa;    D00059  Levodopa (JP18/USP/INN);Therapeutic category of drugs in Japan [BR:br08301(D00059)]; 1  Agents affecting nervous system and sensory organs;  11  Agents affecting central nervous system;   116  Antiparkinsonian agents;    1164  Levodopas;     D00059  Levodopa (JP18/USP/INN);Drug groups [BR:br08330(D00059)]; Neuropsychiatric agent;  DG01472  Dopamine agonist;   D00059  Levodopa;  DG01967  Antiparkinson agent;   D00059  Levodopa;Drug classes [BR:br08332(D00059)]; Neuropsychiatric agent;  DG01967  Antiparkinson agent;   D00059  Levodopa;Target-based classification of drugs [BR:br08310(D00059)]; G Protein-coupled receptors;  Rhodopsin family;   Dopamine;    DRD;     D00059  Levodopa (JP18/USP/INN) &lt;JP/US&gt;;Drugs listed in the Japanese Pharmacopoeia [BR:br08311(D00059)]; Chemicals;  D00059  Levodopa;New drug approvals in Europe [br08329.html(D00059)]; European public assessment reports (EPAR) authorised medicine;  D00059;Prodrugs [br08324.html(D00059)]; D00059",1.10.3.1;1.11.2.6;1.13.11.29;1.13.11.30;1.13.11.-;1.13.12.15;1.14.16.2;1.14.18.1;1.14.-.-;2.6.1.49;4.1.1.25;4.1.1.28;4.1.1.107;4.3.1.22,R00031 R00045 R00731 R01815 R02075 R02076 R02077 R02078;R02080 R03672 R07212 R08443 R08827 R08836 R08846 R08920;R11916 R12541 R12611 R13031 R13032
Alanine,cpd:C00506,L-Cysteate;L-Cysteic acid;3-Sulfoalanine;2-Amino-3-sulfopropionic acid,C3H7NO5S,Cysteine and methionine metabolism;Taurine and hypotaurine metabolism;Metabolic pathways;Neuroactive ligand-receptor interaction,NA,NA,2.5.1.76;2.6.1.1;4.1.1.15;4.1.1.29;4.1.1.122;4.4.1.10;4.4.1.25,R00901 R01682 R02433 R02434 R07634 R08699 R09530
Alanine,cpd:C00606,3-Sulfino-L-alanine;L-Cysteinesulfinic acid;3-Sulphino-L-alanine;3-Sulfinoalanine,C3H7NO4S,Cysteine and methionine metabolism;Taurine and hypotaurine metabolism;Metabolic pathways,NA,Compounds with biological roles [BR:br08001]; Peptides;  Amino acids;   Other amino acids;    C00606  3-Sulfino-L-alanine,1.4.1.-;1.13.11.20;2.6.1.1;4.1.1.12;4.1.1.15;4.1.1.29,R00863 R00893 R02434 R02466 R02618 R02619
Alanine,cpd:C00716,Serine;2-Amino-3-hydroxypropionic acid;3-Hydroxyalanine,C3H7NO3,Bacterial chemotaxis,NA,NA,4.3.1.15,R00223 R02818
Alanine,cpd:C00993,D-Alanyl-D-alanine;D-Ala-D-Ala,C6H12N2O3,D-Amino acid metabolism;Peptidoglycan biosynthesis;Metabolic pathways;Vancomycin resistance,NA,Compounds with biological roles [BR:br08001]; Peptides;  Peptides;   Dipeptides;    C00993  D-Alanyl-D-alanine,3.4.13.22;6.3.2.4;6.3.2.10,R01150 R04573 R04617 R07651
Alanine,cpd:C01073,N-Acetyl-beta-alanine,C5H9NO3,beta-Alanine metabolism,NA,NA,3.5.1.21,R00909
Alanine,cpd:C01162,3-(Pyrazol-1-yl)-L-alanine;beta-Pyrazol-1-ylalanine,C6H9N3O2,NA,NA,NA,2.5.1.51;4.2.1.50,R02378 R03134
Alanine,cpd:C01212,UDP-N-acetylmuramoyl-L-alanine;UDP-N-acetyl-alpha-D-muramoyl-L-alanine,C23H36N4O20P2,Peptidoglycan biosynthesis;Metabolic pathways,NA,NA,6.3.2.8;6.3.2.9;6.3.2.53,R02783 R03193 R12272
Alanine,cpd:C01314,"(S)-N-[3-(3,4-Methylenedioxyphenyl)-2-(mercaptomethyl)-1-oxoprolyl]-(S)-alanine",C16H20N2O6S,NA,NA,NA,NA,NA
Alanine,cpd:C01316,"(S)-N-[3-(3,4-Methylenedioxyphenyl)-2-(acetylthio)methyl-1-oxoprolyl]-(S)-alanine benzyl ester",C25H28N2O7S,NA,NA,NA,NA,NA
Alanine,cpd:C01401,Alanine;2-Aminopropionic acid;2-Aminopropanoic acid,C3H7NO2,Cyanoamino acid metabolism;Metabolic pathways,NA,Risk category of Japanese OTC drugs [BR:br08312]; Third-class OTC drugs;  Inorganic and organic chemicals;   L-Alanine;    C01401  Alanine,3.5.5.1,R03542 R05840
Alanine,cpd:C01513,Lupinate;Lupinic acid;3-[N6-(4-Hydroxyisopentenyl)adeninyl]-L-alanine;(S)-2-Amino-3-{[(E)-4-hydroxy-3-methylbut-2-enylamino]purin-9-yl}propanoic acid,C13H18N6O3,Zeatin biosynthesis;Biosynthesis of secondary metabolites,NA,NA,2.5.1.50,R03133
Alanine,cpd:C01536,Tyrosine;3-(p-Hydroxyphenyl)alanine;2-Amino-3-(p-hydroxyphenyl)propionic acid,C9H11NO3,NA,NA,NA,NA,NA
Alanine,cpd:C01718,Kynurenine;3-Anthraniloylalanine,C10H12N2O3,NA,NA,NA,NA,NA
Alanine,cpd:C02057,Phenylalanine;alpha-Amino-beta-phenylpropionic acid,C9H11NO2,NA,NA,NA,NA,NA
Alanine,cpd:C02065,Protein alanine,C4H6N2O2R2,NA,NA,NA,NA,NA
Alanine,cpd:C02207,beta-Alanopine;N-(D-1-Carboxyethyl)-beta-alanine,C6H11NO4,NA,NA,NA,1.5.1.26,R00906
Alanine,cpd:C02218,Dehydroalanine;2-Aminoacrylate;2-Aminoprop-2-enoate,C3H5NO2,Cysteine and methionine metabolism;Metabolic pathways,NA,NA,1.11.1.8;4.1.99.1;4.1.99.2;4.3.1.17;4.3.3.8;4.4.1.4,R00590 R03208 R03901 R03953 R08698 R08699 R11100 R12758;R12759 R13116
Alanine,cpd:C02265,D-Phenylalanine;D-alpha-Amino-beta-phenylpropionic acid,C9H11NO2,Phenylalanine metabolism;D-Amino acid metabolism;Metabolic pathways;Taste transduction,NA,Compounds with biological roles [BR:br08001]; Peptides;  Amino acids;   Other amino acids;    C02265  D-Phenylalanine,1.4.5.1;2.3.1.36;2.6.1.21;5.1.1.11,R00686 R01374 R01582 R03903
Alanine,cpd:C02487,(Ac)2-L-Lys-D-Ala;(Ac)2-L-lysyl-D-alanine,C13H23N3O5,NA,NA,NA,NA,NA
Alanine,cpd:C02512,3-Cyano-L-alanine;L-3-Cyanoalanine;L-beta-Cyanoalanine,C4H6N2O2,Cyanoamino acid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites,NA,NA,2.3.2.2;3.5.5.4;4.1.1.-;4.2.1.65;4.4.1.9,R00486 R01267 R02846 R03524 R03970 R06614
Alanine,cpd:C02634,3-Chloro-D-alanine,C3H6ClNO2,NA,NA,NA,4.5.1.2,R01031
Alanine,cpd:C02635,3-Chloro-L-alanine,C3H6ClNO2,NA,NA,NA,4.5.1.5,R01032 R04003
Alanine,cpd:C02638,3-Fluoro-D-alanine;(S)-3-Fluoroalanine,C3H6FNO2,NA,NA,NA,NA,NA
Alanine,cpd:C02642,3-Ureidopropionate;3-Ureidopropanoate;beta-Ureidopropionic acid;N-Carbamoyl-beta-alanine,C4H8N2O3,Pyrimidine metabolism;beta-Alanine metabolism;Pantothenate and CoA biosynthesis;Metabolic pathways,"Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate",NA,3.5.1.6;3.5.2.2,R00905 R02269
Alanine,cpd:C02721,N-Methyl-L-alanine,C4H9NO2,NA,NA,NA,1.4.1.17,R01584
Alanine,cpd:C02999,N-Acetylmuramoyl-Ala;N-Acetyl-D-muramoyl-L-alanine,C14H24N2O9,NA,NA,NA,3.5.1.28,R04112
Alanine,cpd:C03210,"Alanopine;2,2'-Iminodipropanoate;meso-N-(1-Carboxyethyl)-alanine",C6H11NO4,NA,NA,NA,1.5.1.17,R00398
Alanine,cpd:C03326,(Ac)2-L-Lys-D-Ala-D-Ala;(Ac)2-L-lysyl-D-alanyl-D-alanine,C16H28N4O6,NA,NA,NA,NA,NA
Alanine,cpd:C03401,"L-2,3-Diaminopropanoate;L-2,3-Diaminopropionate;L-2,3-Diaminopropionic acid;L-2,3-Diaminopropanoic acid;3-Amino-L-alanine;(S)-2,3-Diaminopropanoate;(2S)-2,3-Diaminopropanoic acid",C3H8N2O2,Biosynthesis of various other secondary metabolites;Biosynthesis of various antibiotics;Metabolic pathways;Biosynthesis of secondary metabolites,"Staphyloferrin B biosynthesis, L-serine => staphyloferrin B;Dapdiamides biosynthesis, L-2,3-diaminopropanoate => dapdiamide A/B/C","Lipids [BR:br08002]; FA  Fatty acyls;  FA01 Fatty Acids and Conjugates;   FA0110 Amino fatty acids;    C03401  (2S)-2,3-Diaminopropanoic acid",1.5.1.51;2.3.1.58;6.3.2.46;6.3.2.54;6.3.2.55,R04211 R10940 R11655 R12308 R12311
Alanine,cpd:C03450,(3-Arylcarbonyl)-alanine,C10H11NO3,NA,NA,NA,NA,NA
Alanine,cpd:C03519,N-Acetyl-L-phenylalanine,C11H13NO3,Phenylalanine metabolism;Metabolic pathways,NA,NA,2.3.1.53,R00693
Alanine,cpd:C03584,3-(Uracil-1-yl)-L-alanine;Willardiine,C7H9N3O4,NA,NA,NA,2.5.1.53,R03131
Alanine,cpd:C03709,N-Adenylyl-L-phenylalanine,C19H23N6O8P,NA,NA,NA,NA,NA
Alanine,cpd:C03738,gamma-L-Glutamyl-D-alanine;L-gamma-Glutamyl-D-alanine,C8H14N2O5,NA,NA,NA,2.3.2.14,R01149
Alanine,cpd:C03790,N-(Carboxymethyl)-D-alanine;Strombine,C5H9NO4,NA,NA,NA,1.5.1.22,R00368
Alanine,cpd:C03803,Ribosomal-protein L-alanine;Ribosomal-protein N-terminal-L-alanine,C3H7N2OR,NA,NA,NA,2.3.1.266;2.3.1.267,R04316
Alanine,cpd:C04111,3-(Phosphoacetylamido)-L-alanine,C5H11N2O7P,NA,NA,NA,NA,NA
Alanine,cpd:C04209,"3-(Carboxycarbonylamino)-L-alanine;N3-Oxalyl-L-2,3-diaminopropanoate;L-alpha-Amino-beta-oxalylaminopropionic acid;beta-ODAP",C5H8N2O5,NA,NA,NA,2.3.1.58,R04211
Alanine,cpd:C04341,Ribosomal-protein N-acetyl-L-alanine,C5H9N2O2R,NA,NA,NA,2.3.1.266;2.3.1.267,R04316
Alanine,cpd:C04446,"3-(3,4-Dihydroxypyridin-1-yl)-L-alanine",C8H11N2O4,NA,NA,NA,2.5.1.52,R04091
Alanine,cpd:C04544,gamma-L-Glutamyl-L-cysteinyl-beta-alanine,C11H19N3O6S,NA,NA,NA,6.3.2.23,R02741
Alanine,cpd:C04702,UDPMurNAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala);UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine;UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine,C40H65N9O26P2,Peptidoglycan biosynthesis;Metabolic pathways;beta-Lactam resistance;Vancomycin resistance,NA,NA,2.3.2.10;2.7.8.13;3.4.17.8;6.3.2.10,R04573 R04611 R04613 R05629
Alanine,cpd:C04804,"UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimeloyl-D-alanine;UDP-N-acetylmuramoyl-L-Ala-D-gamma-Glu-6-carboxy-L-Lys-D-Ala;UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-6-carboxy-L-lysyl-D-alanine",C38H60N8O27P2,NA,NA,NA,3.4.17.8,R08850
Alanine,cpd:C04851,MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho-undecaprenol;Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine,C86H143N7O21P2,Peptidoglycan biosynthesis;Metabolic pathways,NA,Lipids [BR:br08002]; PR  Prenol lipids;  PR03 Polyprenols;   PR0303 Bactoprenol diphosphates;    C04851  MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho-undecaprenol,2.4.1.227;2.7.8.13,R05629 R05662
Alanine,cpd:C04882,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine;UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine;UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine",C41H65N9O28P2,Lysine biosynthesis;Peptidoglycan biosynthesis;Metabolic pathways,NA,NA,2.7.8.13;3.4.17.8;6.3.2.10,R04617 R05630 R08850
Alanine,cpd:C04894,UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-N6-(L-alanyl)-L-lysyl-D-alanyl-D-alanine;UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-N6-(L-alanyl)-L-lysyl-D-alanyl-D-alanine,C43H70N10O27P2,NA,NA,NA,2.3.2.10,R04613
Alanine,cpd:C04904,N-Acetyl-D-glucosaminyl-N-acetylmuramoyl-L-Ala-D-glutamyl-6-carboxy-L-lysyl-D-alanine,C37H61N7O21,NA,NA,NA,NA,NA
Alanine,cpd:C05620,N-Acetyl-D-phenylalanine,C11H13NO3,D-Amino acid metabolism;Metabolic pathways,NA,NA,2.3.1.36,R03903
Alanine,cpd:C05672,2-Amino-3-phosphonopropanoate;Phosphonoalanine,C3H8NO5P,Phosphonate and phosphinate metabolism;Metabolic pathways,NA,NA,2.6.1.-,R04051
Alanine,cpd:C05705,Selenocysteine seleninic acid;Selenocysteine seleninate;3-Seleninoalanine,C3H7NO4Se,NA,NA,NA,NA,R04933
Alanine,cpd:C05711,gamma-Glutamyl-beta-cyanoalanine,C9H13N3O5,Cyanoamino acid metabolism,NA,NA,2.3.2.2,R03970
Alanine,cpd:C05893,"Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine;GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)-diphosphoundecaprenol;GlcNAc-(1->4)-MurNAc(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)-diphosphoundecaprenol;beta-D-GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)-diphospho-ditrans,octacis-undecaprenol",C94H156N8O26P2,Peptidoglycan biosynthesis;Metabolic pathways,NA,Lipids [BR:br08002]; PR  Prenol lipids;  PR03 Polyprenols;   PR0303 Bactoprenol diphosphates;    C05893  Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine,2.3.2.10;2.4.1.227;2.4.99.28;6.3.5.13;6.3.5.-,R05030 R05662 R06178 R08779 R08855 R12330
Alanine,cpd:C05894,"Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-D-alanyl-D-alanine;beta-D-GlcNAc-(1->4)-MurNAc-L-Ala-gamma-D-O-P-Glu-L-Lys-D-Ala-D-Ala-diphospho-ditrans,octacis-undecaprenol",C94H157N9O25P2,Peptidoglycan biosynthesis;Metabolic pathways,NA,Lipids [BR:br08002]; PR  Prenol lipids;  PR03 Polyprenols;   PR0303 Bactoprenol diphosphates;    C05894  Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-D-alanyl-D-alanine,2.3.2.16;6.3.5.13;6.3.5.-,R05030 R08776 R08855 R12331
Alanine,cpd:C05895,Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-(glycyl)5-D-alanyl-D-alanine,C104H172N14O30P2,Peptidoglycan biosynthesis;Metabolic pathways,NA,Lipids [BR:br08002]; PR  Prenol lipids;  PR03 Polyprenols;   PR0303 Bactoprenol diphosphates;    C05895  Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-(glycyl)5-D-alanyl-D-alanine,2.3.2.18,R08778
Alanine,cpd:C05897,"Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine",C87H143N7O23P2,Peptidoglycan biosynthesis;Metabolic pathways,NA,"Lipids [BR:br08002]; PR  Prenol lipids;  PR03 Polyprenols;   PR0303 Bactoprenol diphosphates;    C05897  Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine",2.4.1.227;2.7.8.13,R05032 R05630
Alanine,cpd:C05898,"Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine",C95H156N8O28P2,Peptidoglycan biosynthesis;Metabolic pathways,NA,"Lipids [BR:br08002]; PR  Prenol lipids;  PR03 Polyprenols;   PR0303 Bactoprenol diphosphates;    C05898  Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine",2.4.1.227;2.4.99.28,R04519 R05032
Alanine,cpd:C06420,D-Tyrosine;(R)-3-(p-Hydroxyphenyl)alanine;(R)-2-Amino-3-(p-hydroxyphenyl)propionic acid,C9H11NO3,NA,NA,Compounds with biological roles [BR:br08001]; Peptides;  Amino acids;   Other amino acids;    C06420  D-Tyrosine,NA,NA
Alanine,cpd:C06432,UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-D-alanine;UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-L-lysyl-D-alanine,C37H60N8O25P2,Vancomycin resistance,NA,NA,3.4.17.8,R04611
Alanine,cpd:C06457,Bialaphos;Bilanafos;2-Amino-4-(methylphosphino)butyrylalanylalanine;gamma-(Hydroxymethylphosphinyl)-L-alpha-aminobutyryl-L-alanyl-L-alanine;Phosphinothricin tripeptide,C11H22N3O6P,Phosphonate and phosphinate metabolism;Biosynthesis of secondary metabolites,NA,Pesticides [BR:br08007]; Pesticides;  Herbicides;   Organophosphorus herbicides;    C06457  Bialaphos,NA,R08876 R11481
Alanine,cpd:C08263,beta-Alaninebetaine;beta-Alanine betaine;Propiobetaine;Trimethylalanine,C6H13NO2,NA,NA,NA,NA,NA
Alanine,cpd:C08273,"2,5-Dihydrophenylalanine;L-2,5-Dihydrophenylalanine",C9H13NO2,NA,NA,NA,NA,NA
Alanine,cpd:C08291,3-Methylamino-L-alanine,C4H10N2O2,NA,NA,NA,NA,NA
Alanine,cpd:C10644,Atalanine,C34H30N2O9,NA,NA,Phytochemical compounds [BR:br08003]; Alkaloids;  Alkaloids derived from tryptophan and anthranilic acid;   Acridone alkaloids;    C10644  Atalanine,NA,NA
Alanine,cpd:C11217,p-Fluorophenylalanine,C9H10FNO2,NA,NA,NA,NA,NA
Alanine,cpd:C11221,Formylmethionyl-leucyl-phenylalanine methyl ester;FMLP OMe,C22H33N3O5S,Neutrophil extracellular trap formation,NA,NA,NA,NA
Alanine,cpd:C11341,N-Acetylphenylalanine beta-naphthyl ester;N-Acetyl-DL-phenylalanine beta-naphthyl ester,C21H19NO3,NA,NA,NA,NA,NA
Alanine,cpd:C11345,"1,2,4-Triazole-3-alanine;Triazolealanine",C5H8N4O2,NA,NA,NA,NA,NA
Alanine,cpd:C11596,FMLP;N-Formyl-L-methionyl-L-leucyl-L-phenylalanine,C21H31N3O5S,Staphylococcus aureus infection,NA,NA,NA,NA
Alanine,cpd:C11615,Pristinamycin IA;Vernamycin B alpha;Mikamycin B;4-[4-(Dimethylamino)-N-methyl-L-phenylalanine]virginiamycin S1;Streptogramin B,C45H54N8O10,Nonribosomal peptide structures,NA,NA,NA,NA
Alanine,cpd:C11616,Pristinamycin IB;Vernamycin B beta;Efepristin;4-[N-Methyl-4-(methylamino)-L-phenylalanine]virginiamycin S1,C44H52N8O10,NA,NA,NA,NA,NA
Alanine,cpd:C11617,Pristinamycin IC;Vernamycin B gamma;2-D-Alanine-4-[4-(dimethylamino)-N-methyl-L-phenylalanine]virginiamycin S1,C44H52N8O10,NA,NA,NA,NA,NA
Alanine,cpd:C12033,4-Aminophenylalanine;p-Aminophenylalanine,C9H12N2O2,NA,NA,NA,NA,NA
Alanine,cpd:C15311,"N,N-Bis(2-chloroethyl)-DL-alanine hydrochloride",C7H13Cl2NO2. HCl,NA,NA,NA,NA,NA
Alanine,cpd:C16632,alpha-Fluoro-beta-alanine;3-Amino-2-fluoropropionic acid,C3H6FNO2,Drug metabolism - other enzymes,NA,NA,3.5.1.6,R08228
Alanine,cpd:C16734,Thyroglobulin dehydroalanine;[Thyroglobulin]-aminoacrylate,C4H4N2O2R2,NA,NA,NA,1.11.1.8,R08522 R08523
Alanine,cpd:C17235,L-Homophenylalanine,C10H13NO2,"Phenylalanine, tyrosine and tryptophan biosynthesis;Glucosinolate biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism",NA,NA,1.14.13.-;2.6.1.-,R08655 R08690 R10503
Alanine,cpd:C17541,Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-(glycyl)-D-alanyl-D-alanine;Und-PP-MurNAc-(GlcNAc)-L-Ala-D-isoglutaminyl-L-Lys-(Gly)-D-Ala-D-Ala,C96H160N10O26P2,Peptidoglycan biosynthesis;Metabolic pathways,NA,Lipids [BR:br08002]; PR  Prenol lipids;  PR03 Polyprenols;   PR0303 Bactoprenol diphosphates;    C17541  Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-(glycyl)-D-alanyl-D-alanine,2.3.2.16;2.3.2.17,R08776 R08777
Alanine,cpd:C17542,Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-(glycyl)3-D-alanyl-D-alanine;Und-PP-MurNAc-(GlcNAc)-L-Ala-D-isoglutaminyl-L-Lys-(Gly)3-D-Ala-D-Ala,C100H166N12O28P2,Peptidoglycan biosynthesis;Metabolic pathways,NA,Lipids [BR:br08002]; PR  Prenol lipids;  PR03 Polyprenols;   PR0303 Bactoprenol diphosphates;    C17542  Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-(glycyl)3-D-alanyl-D-alanine,2.3.2.17;2.3.2.18,R08777 R08778
Alanine,cpd:C17549,Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-(L-alanyl-L-alanyl)-D-alanyl-D-alanine,C100H166N10O28P2,Peptidoglycan biosynthesis;Metabolic pathways,NA,Lipids [BR:br08002]; PR  Prenol lipids;  PR03 Polyprenols;   PR0303 Bactoprenol diphosphates;    C17549  Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-(L-alanyl-L-alanyl)-D-alanyl-D-alanine,2.3.2.-,R08780
