Row.names,VIP,Kingdom,Phylum,Class,Order,Family,Genus,Species
464b3e1fb19c78b8f4e9f022cd3cb044,1.0349644508324949,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Moritellaceae,Moritella,NA
46b9a37694d5139048f56e5fa9a8d985,1.051143421768624,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,NA,NA
46d862a42568c0cc7e37a317946d63c3,1.026345998438138,Bacteria,TM6,SJA-4,NA,NA,NA,NA
478c21c02cdda0fd2b56c5f7a5d5d714,1.427391645214265,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,andropogonis
4826348d9fba9df5a650c78716e189fd,1.1375501309340619,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,NA,NA
483d068a5281d6c1fbb8ce9e1e755de5,2.236382756685484,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,NA,NA
4878585ba9f879937d6ce745bd3a1c45,1.1338913463574087,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Candidatus Methanoregula,NA
490056171eb45bfa676f705fc4542953,1.7975887190521034,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,NA,NA
49ac5d44e738a8694f992a1b273d54bd,1.1846285803445047,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,NA
49ad5e0196d0ef67f1bddf9c457e04c6,1.007538425709281,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
4b1b8e2abc7543be9c3e9a0cceef20a6,1.0184014217193724,Bacteria,Planctomycetes,Phycisphaerae,WD2101,NA,NA,NA
4c220d569f14147bcb7bc951163af723,3.374888384606001,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,NA
4c581d2039575ac1cb5607e584a0e255,1.1487441874365305,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,NA
4c6cc39c8f0bca4c0b65f4299174ef01,2.126820396540446,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,NA,NA
4d88bee3f3371df544c4e794160aa8ae,1.0075384257092808,Bacteria,OD1,NA,NA,NA,NA,NA
4e23d528bfb7a5cbffbdf53ef26178a7,1.007538425709281,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,NA,NA
4e8d6899cbf10ef9cbc270667d9cad81,1.3166584616172237,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,NA
4ec8d66220cc7577a41a695c5eb796a6,1.235730836002634,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,NA,NA,NA
4fc40e9ba740202b118cd198bbc6b546,1.0349644508324947,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,NA,NA
5022c8edda56dd34c5ee295dd658bf3d,1.1230115787444404,Bacteria,OP11,OP11-3,NA,NA,NA,NA
5068203277878bea0b8c14c424b69082,1.0964413450760053,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,NA
50cb34afa77359f3ffb7c9d6b5ccaae3,2.3250010032720168,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Sodalis,NA
50ee6ef640a5ef8980be62a827d94658,1.1372852196105947,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophorhabdaceae,NA,NA
51209eacbc888979501f41568f5a228b,1.2138201423077013,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],NA,NA,NA
515ba8adb8032e07aa50393d93ec16ce,1.1462300869876088,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,NA,NA
51d23ffb966acb548798be11753cd1bc,1.1489171255982467,Bacteria,OD1,ZB2,NA,NA,NA,NA
522272c1e7e6e115611836c2df841a42,1.0350681442667486,Bacteria,Acidobacteria,Solibacteres,Solibacterales,NA,NA,NA
524740dc22da18c2ddcbf2cf8ec2d57f,1.1577120017173888,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azovibrio,NA
5264162b6da20eda93bf6b033dfa4de5,1.4981738156609752,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,rimae
52b2cc00d4086a0b5743e5d7d103eaf2,1.2778781792524325,Archaea,Crenarchaeota,MCG,pGrfC26,NA,NA,NA
52b48981edf3b70482ea60e55a6fb7ad,1.555084279810806,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,Candidatus Koribacter,NA
52dd7afd83e5e48f38575c0e480c79ac,1.026345998438138,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,NA,NA
5327dedf2054fbc2bf400250cf4165a8,1.0263459984381382,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,schindleri
5385d66ee2903d9fb972711183c179fd,1.2086688336059936,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],NA,NA
55373069d66a428c054e1c5aa11cd480,1.3133707848670522,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,wittichii
55f2d694eb4f206680edf4d53ae0b843,1.2052493951035181,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,NA,NA
56496b943c5e509485405beab06d3c93,1.0184014217193722,Bacteria,OD1,NA,NA,NA,NA,NA
5767d77b76ac549ff542784f72748826,1.1761945552369735,Bacteria,Acidobacteria,DA052,Ellin6513,NA,NA,NA
5781b11768dc14a26966fbc74a7a402d,1.0913302832112997,Bacteria,Elusimicrobia,Elusimicrobia,Elusimicrobiales,NA,NA,NA
57f9b8f1f59c5c1a09ccbafb59eefbd8,1.203180961154267,Bacteria,Acidobacteria,DA052,Ellin6513,NA,NA,NA
5831455c882247c430acc4483ad32172,1.266843058186851,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,Candidatus Koribacter,NA
583cd510a901b839cafa8c3624907ba6,1.0429666870399958,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,NA
5845172f9719b41b7347c50f5c18028a,1.0669512651528006,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Proteiniclasticum,NA
5857be54bab3c79d22e0a456f6f3f6b1,1.167891958542148,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,NA,NA,NA
586aa9fff6b9add00540df666d678d61,1.6557503313382569,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,NA
58b042c9fa53b3470d777cd859749d49,1.2012234342225472,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],heteroC45_4W,NA
59728c68b760c581e2707ed2ed3d1005,1.026345998438138,Bacteria,OD1,ZB2,NA,NA,NA,NA
598831da72f1582c3e40e0d5b078a546,1.0851545164758194,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,guillouiae
5b18b659c5a9bb758e4f5eeb9c5cab22,1.4661169679664987,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,NA
5b7f486b6d65836099e51019a9a28d58,1.026345998438138,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],NA,NA,NA
5c55293858df77d669554e0832f0330e,1.7064932916723887,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ethanoligenens,NA
5c9b27131b3f187616454ee11c66e538,1.109556332275564,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],NA,NA,NA
5cdfe91f789a2ad74fd902772944183e,1.2428117186847543,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Conexibacter,NA
5d4ad6aabb4ec8d0e29562e23f82efeb,1.0539172113030266,Bacteria,Acidobacteria,DA052,Ellin6513,NA,NA,NA
5e4d4b0eee6e9505b43c59599386ac64,1.3199868085593032,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,NA
5e6c061628bd34bb5218f55a4b01a90b,1.2606445339065921,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
5e89990dfe33cf86eb5e73a175a2c6cb,1.4411106740967805,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Rhodanobacter,NA
5e9b29c48410502422a546c8cd202d4f,1.0639176044125027,Bacteria,Acidobacteria,DA052,Ellin6513,NA,NA,NA
5ed9a98cf9cc85a0ebd6e759c142da15,1.1976152089220191,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,halophobica
5f4280a2cd533cdd173af1280cf06499,1.2893971554247825,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,NA,NA
5f8c884de34d0ac35f303415270c1125,1.0136934161509694,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,NA
600e22af5144047250f27fc405f1a41a,1.26147932638237,Bacteria,OP3,koll11,NA,NA,NA,NA
60c2c0dfabaa3d5e356de6e487eff432,1.3592388702404379,Bacteria,Chlorobi,BSV26,C20,NA,NA,NA
60ce88f517dd3876238ccc194712402b,2.2014363510726653,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,NA
60e40e19c49c5f0e4de749ef5c9dc18b,1.3620154785471634,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],NA,NA,NA
6295f4206d441bcac1024c2e7e81eff8,1.1706090652947942,Bacteria,Elusimicrobia,Elusimicrobia,Elusimicrobiales,NA,NA,NA
631b9e33f7338adfef4718127c83f1d0,1.0923895956315326,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,NA,NA,NA
632efd7d6b8e8f006e1941277c4cb5e2,1.0385287748928131,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,NA,NA,NA
636196b56d7ab4004a9300bc9f5460a9,1.0349644508324949,Bacteria,Proteobacteria,Deltaproteobacteria,MIZ46,NA,NA,NA
637056fd6b94ac3fed435f4837014058,1.0245647163851266,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,NA,NA
63f3909130276f32f11446b8f887cfd3,1.3495132259841247,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,NA,NA
644f70d98408757ca56895ffab712e9f,1.0350681442667486,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,NA
647baafc9f118bb7404b93c126c63079,1.6281852308995137,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,NA,NA
652cc5d264fb04b26a3c225dd2ca5cc9,1.548467479263347,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,NA,NA
6596023a4c5add5254dea54473463f3a,1.0577137876781135,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,NA
65cf9501a05a194324268bae05ab38c8,1.3357791012600946,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,NA,NA
663df6e7e7456e20e85fc38a7063a373,1.2028619690255071,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ethanoligenens,NA
669e3f85872c09d8affcc22d731907bc,1.5410703476839036,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,NA,NA
66e319c251759dea062202333cc6a6ae,1.5991256479261513,Bacteria,Armatimonadetes,SJA-176,GAB-B06,NA,NA,NA
6891f2c8b552e5b71d3b72e3731eb6de,2.064712266146537,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,NA
68ef73267de327b1246ca5d58979cefc,1.2899541181219987,Bacteria,TM7,TM7-1,NA,NA,NA,NA
68f2f2a9ab725f5fa9db99402abc7144,1.5081360195899423,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,NA,NA
6964dbfe6ee351a38cb49f168bdd7a37,1.2529979721243394,Bacteria,Chlorobi,BSV26,C20,NA,NA,NA
69663581ca4386678c4c0691efd2f8e2,1.0120106173239236,Bacteria,Planctomycetes,ODP123,T8-B82,NA,NA,NA
6987a532bbf49961964a14e3263e4da1,1.117197469176025,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Sediminibacterium,NA
6a4b9989d140f5dcd846c6a1a9202fc2,1.0350681442667486,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,NA,NA
6a84f2ded1fe3a9da22daa9951d7ab79,2.1719223379507606,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,NA,NA
6a8951c7067ec18820489c21172e5036,1.2507611362813158,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,NA
6b2436267bc58a9cbcdba1e74a985de3,1.0349644508324947,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,NA,NA
6b55886f1fe7f83845b46886ed74897b,1.1168082197745959,Bacteria,OD1,NA,NA,NA,NA,NA
6b9816e07e1cfd0cbd4c5104566a8246,1.2937344604991552,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,NA,NA
6bb1529ae5cf4bef33a313780a334a19,1.0564730533849596,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,NA
6bb3a9d106e29b6017c5b40e53507add,1.184362333406172,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,NA,NA
6bcdc4b136a29e9081a730329055a4cd,1.0350681442667486,Bacteria,Acidobacteria,TM1,NA,NA,NA,NA
6c0987a6627a75ca35d85c34c2762e12,1.3263005332434894,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,NA,NA,NA
6c2c0d0f714de403dd141194fa9e6659,1.212490047543913,Archaea,Crenarchaeota,MBGA,NRP-J,NA,NA,NA
6d0090cb45d025a4cbacfbc28879b460,1.3083532626313763,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,NA,NA
6d15953e7d2ba204edffd8fa772dce6c,1.0759175800261176,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,NA
6dade8fb62f2e92ec357c0a63e538896,1.1269771420277315,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],auto67_4W,NA,NA
6e1fcb06ba0ecfb5de9278c7a9a376b2,1.0349644508324947,Bacteria,Armatimonadetes,SJA-176,RB046,NA,NA,NA
6e363da5f58bd8c823aec41c82af4228,1.0879126602595828,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,NA
6e5f80c2fd402fb816ca47db464331be,1.1899318724753785,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,NA
6e794ce1e765a33e6aa7f8bb9bf96211,1.6827594892081918,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,NA
6eb0b1942227e0abc75773f91a8d8d61,1.2529832907289533,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,NA,NA
6fa86622b96b3754954cd01ebc29ca53,1.796218722940053,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,NA,NA
6fdeaa85694971d3053af6a8c3651c8f,1.1065351470087788,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Rhodanobacter,NA
70f6578d7c5ed4c4a541ea067dbb3c1e,1.517819958073006,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,NA
7181a365e50d7d09349d112c18bb67b9,1.2563444437835263,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,NA,NA
71a8c337f923f57abd96ab1d2dd0116e,1.840988798425165,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Paludibacter,NA
71f5db3015ce3ec73a2affc711e14918,1.0349644508324949,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophorhabdaceae,NA,NA
723c4756a416746c12659a86a214124c,1.2304337997704615,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,NA,NA,NA
72d0278855677bdc4c7760e88d807154,1.2281498568166072,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,Candidatus Koribacter,NA
72f9114166b3a4b8f7d0a6861abd335a,1.4217325740311397,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,NA
73444c3efa6b50da2ae2f4394fb9a9eb,1.0184014217193722,Bacteria,Acidobacteria,TM1,NA,NA,NA,NA
73a67258c8a36e33ab78e92499abcbaf,1.1859303607921576,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NA,NA,NA
75ed01ac21869032a46f54cb0519fe22,1.0622945197393074,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,NA
7679168947d4d28a416c220a17143ade,1.0602860223422435,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,NA,NA
774cefe872ec0ff9c571f0e4d45201ad,1.4478476107165985,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,NA
779c131622729123af4ffaa89e426702,1.3126921486648535,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,NA,NA
7832dc59d24af507d12bb1b525fbe8b5,1.9597884168753268,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,NA,NA
7863f1fe10ce9f60d91e61925641e6a5,1.3115742579873895,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,NA,NA,NA
7882c104f5d8f1925bc7935b3cab1718,1.3478691113791181,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],auto67_4W,NA,NA
7961768e05099e91c801d9efbe8a285d,1.0961678619485469,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],NA,NA
79cc3117063aded95b392881985fb767,1.3038434270114698,Bacteria,Acidobacteria,Solibacteres,Solibacterales,NA,NA,NA
7a176e09c4c000910c91790cf1feced2,1.0828485868252518,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,NA,NA,NA
7aa8a6a1eb29e09b2095496869e5fb01,1.013345626687003,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,NA
7ba287c647e91d6d0697d999261a117d,1.1048504527469731,Bacteria,GN02,3BR-5F,NA,NA,NA,NA
7c22c487a89f33849f7a70fa6441bfd0,1.639781518567582,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,glathei
7c3e8d22cbe93c20a7c08c59db311377,1.1450304506513975,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,NA,NA
7c53a66710f7cc1e9832d3bb101bd365,1.251587053193405,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,0319-6G20,NA,NA
7cb94053171e8b71d5564a26ec5b5418,1.1812004365540367,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,NA,NA,NA
7cc5228376a42aed5c06ed70ba4be53e,1.0832709267330896,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,NA,NA,NA
7d6f13f64fafc438fbcdd249b19a1b02,1.2188473233929475,Archaea,Crenarchaeota,MBGA,NRP-J,NA,NA,NA
7e5e6aa8032d6066dadb9f8ef596ce4b,1.0184014217193724,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,NA,NA
7e86dd228022cd863f9fc3d154da3ffc,1.2450142804254363,Bacteria,AD3,JG37-AG-4,NA,NA,NA,NA
7eea3a307d49beba44c3b7ac26b19b8c,1.4840642745391972,Archaea,Euryarchaeota,Methanomicrobia,Methanocellales,NA,NA,NA
7f0536ecab0dcb85208d1d0cf2b067da,1.059011370428478,Bacteria,SC4,NA,NA,NA,NA,NA
7f9d6ed32e4d9725f46b81dcb044660f,1.7463238689515976,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,NA,NA
800106b905cb47f69228db576f132eb9,1.309592382880777,Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema,NA
8153505d6bcf49b5ae02c26e0950e323,1.1236945272876828,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,NA
8163489fc7c7dbe405f3309c465c4640,1.2899379863600122,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Polynucleobacter,NA
81cc53509594c08c6e1b237b1648f571,1.0988850248864082,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],auto67_4W,NA,NA
820a9e83a21d308a9d90749bfeb578b7,1.3106134877264504,Bacteria,Firmicutes,Bacilli,Bacillales,[Thermicanaceae],Thermicanus,NA
82db12e26714eb40e71697a0537cc8d2,1.3117210411048665,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,NA,NA
82df7c9391deb32308482ff588f24375,1.1332438870728718,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Xanthobacter,NA
8311ee89ef8dcf731832276e0f10ad34,2.7349568459259164,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ethanoligenens,NA
83cc2bbf134e7c617fa148e73e529e12,1.0496703004865409,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,intermedia
84727c5dc0c327508aea8e98bbbba1f1,1.009038871033489,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA,NA
84da4e817bc8eb84d895b1f46477c0f5,2.54733245956547,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,NA,NA
853c47525060211e6cf716b0e5482530,1.1830218681701894,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA
85d692b0c07fd0b0ddf5d47ef7503f53,1.0349644508324949,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,NA
85f5b972f299bd6349d5abadd98d9432,1.042201006267086,Bacteria,OD1,NA,NA,NA,NA,NA
8639b295b22ccb4918aa1b3d1f879ac7,1.0075422446275455,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,[Thermodesulfovibrionaceae],NA,NA
8656f5e3d8a523043f5939a898318986,2.0972988710027924,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,NA,NA
8699c8572bc51f646579c6db26ac2b65,2.572501322809847,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ethanoligenens,NA
86a87ded335a43cc547c39737c8ac8cc,1.3036582784773676,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,Candidatus Koribacter,NA
86ef1914fc00823cf569326662a2c13d,1.207795602505299,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,Candidatus Koribacter,NA
871bec5283a18f55c303103efd4779c2,1.31086212591045,Bacteria,Acidobacteria,Solibacteres,Solibacterales,NA,NA,NA
8744798f0524f3d67659051410b5b0ab,1.4511828341663071,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,NA,NA
8750d1eabdac2d1af94c5cf5b2a3bf09,1.026345998438138,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,NA
87569465629f5488f985f3090c5cd88e,1.1189895369166065,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,NA,NA
880365b8ff2db1ac80cdd4f44a2531c0,1.4253261430269626,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,NA,NA
8955956863265db83a42e9da731a6430,2.1660103713617667,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,NA,NA
895f2a1c8c9845fe95e679538f3f20eb,1.0851468168326623,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,NA,NA,NA
8974a7ee739917b1e0fd17e52e99f341,1.0299870289103676,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Conexibacter,NA
899f53932d05be85a512af6808948a28,1.3243032349144217,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],Ellin515,NA,NA
8aa512699d7053f7eba9803fb1cbe7a5,1.0660641504811874,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Patulibacteraceae,Patulibacter,NA
8b61103b396a6e63a3de29e0f9210cc6,1.938962419238659,Bacteria,Acidobacteria,Solibacteres,Solibacterales,NA,NA,NA
8b75f09a1df4226b98832e2baa6fb47e,1.2084157026650333,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ethanoligenens,NA
8b873b21ea2e250e1db7b24ffab0e4fd,1.299968396681899,Bacteria,Acidobacteria,Solibacteres,Solibacterales,NA,NA,NA
8bb1e2e2eb93e46068c60a967f4410c3,1.106096057101025,Archaea,Crenarchaeota,MBGA,NRP-J,NA,NA,NA
8c91df5761041b0409fa8fa0a4a2463e,1.003039316231713,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,NA,NA
8ca57648015dae76b76a83726fe5fcdc,1.10781097518291,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,NA,NA,NA
8cde1b9690cd352da42c38ac1cfdd1ce,1.03751800677304,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,NA,NA
8d2bb76c796d37089169c3f682bf9949,1.1906070742083503,Bacteria,Armatimonadetes,SJA-176,RB046,NA,NA,NA
8d7c5f409356341abb777e95dd6867bc,1.2279548240624043,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,NA
8e4503d00dd1f008892decd451497be9,1.1755372288061348,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,NA,NA
8e9059176d5fcdd33296de8967d204a4,1.1516427796803623,Bacteria,OP3,koll11,GIF10,NA,NA,NA
8ed7ae8a6be785bb58e991e53a999b8f,2.01137147607752,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,NA,NA
8f3e37facb9b447e5dff0b090298db63,1.3516198113836808,Archaea,Crenarchaeota,MCG,pGrfC26,NA,NA,NA
8f8b4b59a11b0d55d9eb6df7dcaf868b,1.3684631390289965,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,NA,NA
9026afe05746a701b1ca9edffa46b763,1.0263459984381382,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,NA,NA
908653072a42c81269601036265aef9d,1.4575649575285718,Bacteria,Fibrobacteres,TG3,TG3-1,B122,NA,NA
909204bf25806449e457dd066131ebc3,1.1524954036473825,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,NA,NA
